  0,  35, 1023
  8, 129, 1023
 17, 269, 1023
 26, 395, 1023
 35, 489, 1023
 44, 499, 1023
 53, 442, 1023
 62, 322, 1023
 71, 185, 1023
 80,  71, 1023
 89,   8, 1023
 98,  22, 1023
107, 112, 1023
116, 239, 1023
125, 382, 1023
134, 476, 1023
143, 505, 1023
152, 460, 1023
161, 345, 1023
170, 208, 1023
179,  83, 1023
188,  11, 1023
197,  16, 1023
206,  90, 1023
215, 222, 1023
224, 358, 1023
232, 462, 1023
241, 509, 1023
250, 470, 1023
259, 364, 1023
268, 235, 1023
277,  96, 1023
286,  19, 1023
295,   7, 1023
304,  80, 1023
313, 197, 1023
322, 342, 1022
331, 452, 1023
340, 508, 1023
349, 480, 1023
358, 387, 1023
367, 252, 1023
376, 118, 1023
385,  25, 1023
394,   6, 1023
403,  56, 1023
412, 174, 1023
421, 313, 1023
430, 435, 1023
439, 1023, 358
